,정류장_ID,정류장_명칭,정류장_유형,정류장_번호,위도,경도,버스도착정보안내기_설치_여부
466,113900177,신한은행서교동금융센터점,마을버스,14921,37.557385,126.918354,미설치  
467,113900178,경성중고.홍익디자인고,마을버스,14922,37.562287,126.919496,미설치  
468,113900179,망원파출소.롯데장학관,마을버스,14923,37.55369,126.902646,미설치  
469,113900180,대우미래사랑아파트,마을버스,14924,37.556741,126.916968,미설치  
470,113900181,효성약국,마을버스,14925,37.561208,126.917709,미설치  
471,113900182,성산시영아파트,마을버스,14927,37.569973,126.903683,미설치  
472,113900183,한국해양전략연구소,마을버스,14928,37.556159,126.915716,미설치  
473,113900184,망원유수지.마포구민체육센터,마을버스,14930,37.555986,126.899253,미설치  
474,113900185,서교동주민센터,마을버스,14932,37.555645,126.914608,미설치  
475,113900186,창전삼성아파트,마을버스,14933,37.551583,126.932527,미설치  
476,113900187,새화빌딩,마을버스,14936,37.555111,126.913445,미설치  
477,113900188,신촌이랜드청년주택,마을버스,14937,37.549512,126.931521,미설치  
478,113900189,임오빌딩,마을버스,14934,37.558771,126.917399,미설치  
479,113900190,우리은행서교동지점,마을버스,14941,37.553363,126.917561,미설치  
480,113900191,서강쌍용아파트.광흥창역,마을버스,14942,37.547972,126.930126,미설치  
481,113900192,동교로사거리,마을버스,14943,37.55606,126.921045,미설치  
482,113900193,동교초등학교,마을버스,14944,37.55709,126.901629,미설치  
483,113900194,망원전철역,마을버스,14946,37.556098,126.910298,미설치  
484,113900195,서교동주민센터,마을버스,14947,37.55565,126.915277,미설치  
485,113900196,서강초등학교,마을버스,14948,37.547746,126.926356,미설치  
486,113900197,신부파스카아파트,마을버스,14950,37.558785,126.900473,미설치  
487,113900198,KBS미디어센터,마을버스,14951,37.57625,126.891268,미설치  
488,113900199,구)망원우체국사거리,마을버스,14952,37.557902,126.907282,미설치  
489,113900200,홍대후문,마을버스,14953,37.547768,126.925408,미설치  
490,113900201,대상아파트,마을버스,14954,37.559656,126.899855,미설치  
491,113900202,상수역,마을버스,14957,37.547839,126.922389,미설치  
492,113900203,동원데자뷰아파트,마을버스,14958,37.560266,126.899421,미설치  
493,113900204,하나은행망원동지점,마을버스,14959,37.557362,126.904704,미설치  
494,113900205,레드로드입구,마을버스,14960,37.547926,126.920504,미설치  
495,113900206,합정동,마을버스,14964,37.547607,126.91812,미설치  
496,113900207,마포새빛문화숲,마을버스,14965,37.54551,126.917116,미설치  
497,113900208,서일빌딩,마을버스,14966,37.545554,126.915963,미설치  
498,113900209,성우맨션,마을버스,14968,37.545636,126.91425,미설치  
499,113900210,월드컵경기장역,마을버스,14971,37.569516,126.900146,미설치  
500,113900211,우성아파트입구,마을버스,14976,37.53798,126.947502,미설치  
501,113900212,망원교회,마을버스,14978,37.556496,126.900529,미설치  
502,113900214,한국영화아카데미,마을버스,14983,37.554298,126.929439,미설치  
503,113900215,월드컵파크7단지,마을버스,14987,37.580411,126.879869,미설치  
504,113900216,용산성당.현대홈타운,마을버스,14675,37.537606,126.953166,미설치  
505,113900217,만물사부동산,마을버스,14599,37.555348,126.960737,미설치  
506,113900218,아현전철역,마을버스,14622,37.557174,126.956835,미설치  
507,113900219,한겨레신문사,마을버스,14502,37.547156,126.958979,미설치  
508,113900220,마포경찰서,마을버스,14869,37.550338,126.955328,미설치  
509,113900221,아현동주민센터,마을버스,14760,37.547118,126.953106,미설치  
510,113900222,공덕전철역,마을버스,14753,37.543284,126.952685,미설치  
511,113900223,도화현대1차아파트단지내,마을버스,14608,37.539783,126.954593,미설치  
512,113900224,S마트,마을버스,14902,37.538834,126.947454,미설치  
513,113900225,대흥역,마을버스,14548,37.548072,126.941073,미설치  
514,113900226,대흥역사거리,마을버스,14866,37.548105,126.942321,미설치  
515,113900227,동도중학교.서울디지인고등학교,마을버스,14849,37.546446,126.945504,미설치  
516,113900229,이대전철역,마을버스,14898,37.555914,126.946022,미설치  
517,113900230,신촌역,마을버스,14989,37.554287,126.935896,미설치  
518,113900231,신수동성당.신수동주민센터,마을버스,14559,37.54726,126.93385,미설치  
519,113900232,마포세무서,마을버스,14582,37.547016,126.938947,미설치  
520,113900233,신수동성당.신수동주민센터,마을버스,14882,37.547483,126.934707,미설치  
521,113900234,광흥창역.서강동주민센터,마을버스,14888,37.547937,126.932832,미설치  
522,113900235,이랜드,마을버스,14748,37.549199,126.931537,미설치  
523,113900236,창전삼성아파트110동,마을버스,14988,37.549935,126.928352,미설치  
524,113900237,서강초등학교,마을버스,14670,37.54749,126.926264,미설치  
525,113900238,우리은행서교동지점,마을버스,14761,37.553259,126.917348,미설치  
526,113900239,서교동주민센터.마포신문사,마을버스,14845,37.554873,126.916248,미설치  
527,113900240,동교로사거리,마을버스,14853,37.555658,126.919871,미설치  
528,113900241,동교로사거리,마을버스,14872,37.555869,126.919761,미설치  
529,113900242,서교동주민센터.마포신문사,마을버스,14880,37.555066,126.916141,미설치  
530,113900243,성산초등학교,마을버스,14940,37.55442,126.911927,미설치  
531,113900244,서교동교회,마을버스,14984,37.551751,126.919414,미설치  
532,113900245,동교로사거리,마을버스,14511,37.555791,126.92103,미설치  
533,113900246,경의선책거리.산울림소극장,마을버스,14558,37.554925,126.93037,미설치  
534,113900247,신촌역,마을버스,14591,37.55562,126.934806,미설치  
535,113900248,홍대입구역,마을버스,14863,37.55669,126.923216,미설치  
536,113900249,신촌역,마을버스,14979,37.554699,126.935975,미설치  
537,113900250,남경장,마을버스,14754,37.548758,126.90982,미설치  
538,113900251,성원아파트,마을버스,14534,37.556535,126.901618,미설치  
539,113900252,동교초등학교,마을버스,14549,37.556811,126.902952,미설치  
540,113900253,망원동사거리,마을버스,14562,37.557089,126.904281,미설치  
541,113900254,망원시장,마을버스,14572,37.557439,126.905985,미설치  
542,113900255,화평교회,마을버스,14590,37.554437,126.901159,미설치  
543,113900256,마포한강아이파크아파트,마을버스,14659,37.552423,126.904114,미설치  
544,113900257,마포한강아이파크아파트,마을버스,14919,37.552639,126.904174,미설치  
545,113900258,화평교회,마을버스,14926,37.554616,126.901309,미설치  
546,113900259,망원교회,마을버스,14977,37.556235,126.900162,미설치  
547,113900260,마포16번종점,마을버스,14492,37.560866,126.898859,미설치  
548,113900261,마포16번종점,마을버스,14961,37.560928,126.898957,미설치  
549,113900262,성원아파트,마을버스,14555,37.55671,126.901567,미설치  
550,113900263,망원동월드컵시장,마을버스,14956,37.557626,126.905989,미설치  
551,113900264,동교초등학교,마을버스,14963,37.557002,126.902956,미설치  
552,113900265,경성중고.홍익디자인고,마을버스,14575,37.561914,126.919259,미설치  
553,113900266,사천고가앞,마을버스,14716,37.613647,127.074999,미설치  
554,113900267,청원빌딩,마을버스,14537,37.558415,126.918165,미설치  
555,113900268,경성중고사거리,마을버스,14981,37.56062,126.91574,미설치  
556,113900269,월드컵경기장역,마을버스,14935,37.573873,126.898313,미설치  
557,113900270,마포구청.마포구청역,마을버스,14972,37.566331,126.899575,미설치  
558,113900271,성산2동주민센터,마을버스,14985,37.568024,126.908387,미설치  
559,113900273,난지천공원.박정희대통령기념관,마을버스,14509,37.574088,126.886053,미설치  
560,113900274,월드컵파크3단지,마을버스,14521,37.572625,126.888354,미설치  
561,113900275,월드컵파크2단지,마을버스,14955,37.575256,126.890312,미설치  
562,113900276,백합아파트,마을버스,14997,37.557939,126.901071,미설치  
563,113900277,백합아파트,마을버스,14996,37.557951,126.90093,미설치  
564,113900278,아현고개,마을버스,14994,37.55662,126.94698,미설치  
565,113900279,세븐일레븐,마을버스,14993,37.540151,126.955938,미설치  
566,113900280,기업은행.신촌연세병원,마을버스,14992,37.553166,126.933488,미설치  
567,113900281,신촌농협.하나로마트,마을버스,14991,37.556188,126.933201,미설치  
568,113900282,신촌역,마을버스,14990,37.554491,126.935626,미설치  
569,113900283,만리동고개,마을버스,14749,37.551619,126.962263,미설치  
570,113900284,망원유수지.마포구민체육센터,마을버스,14495,37.556497,126.898593,미설치  
571,113900285,양화진성지,마을버스,14496,37.54564,126.911931,미설치  
572,113900286,서부수도사업소,마을버스,14589,37.556805,126.959873,미설치  
573,113900287,도화현대1차아파트,마을버스,14918,37.540454,126.955304,미설치  
574,113900288,난지천공원.박정희대통령기념관,마을버스,14490,37.574413,126.886173,미설치  
575,113900289,공덕역10번출구,마을버스,14618,37.541834,126.952886,미설치  
576,113900290,공덕역10번출구,마을버스,14617,37.541848,126.953095,미설치  
577,113900291,웨딩타운,마을버스,14619,37.556971,126.951583,미설치  
578,113900292,상지초등학교,마을버스,14894,37.579565,126.881393,미설치  
579,113900293,상지초등학교,마을버스,14620,37.579721,126.881454,미설치  
580,113900294,망원파출소.롯데장학관,마을버스,14929,37.553456,126.902747,미설치  
581,113900295,삼진제약,마을버스,14982,37.553207,126.92683,설치   
582,113900296,공덕시장,마을버스,14491,37.544387,126.954167,미설치  
583,113900297,서부면허시험장.월드컵파크8단지,마을버스,14493,37.578532,126.882111,미설치  
584,113900298,서부면허시험장.월드컵파크8단지,마을버스,14962,37.578255,126.881969,미설치  
585,113900299,창전중앙하이츠아파트,마을버스,14494,37.549919,126.927526,미설치  
586,113900300,홍대입구역,마을버스,14497,37.557325,126.923668,미설치  
587,113900301,홍대입구역,마을버스,14498,37.557728,126.923439,미설치  
588,113900302,아현전철역,마을버스,14499,37.557137,126.956246,미설치  
589,113900303,샛별문방구.마포전철역,마을버스,14500,37.539824,126.947629,미설치  
590,113900304,청암대,마을버스,14501,37.535742,126.947736,미설치  
591,113900305,동원데자뷰아파트,마을버스,14503,37.560338,126.899221,미설치  
592,113900306,창전삼성아파트109동,마을버스,14505,37.550245,126.930278,미설치  
593,113900307,홍대후문,마을버스,14506,37.551206,126.927367,미설치  
594,113900308,신촌수정탕,마을버스,14507,37.549798,126.937571,미설치  
595,113900309,한강공원입구,마을버스,14556,37.556229,126.899225,미설치  
596,113900310,창전어린이공원,마을버스,14804,37.550277,126.929512,미설치  
597,113900311,창전어린이공원,마을버스,14805,37.550164,126.929252,미설치  
598,113900312,아현초등학교,마을버스,14892,37.555837,126.955808,미설치  
599,113900313,와우산로오거리,마을버스,14742,37.554442,126.929964,미설치  
600,113900314,상암월드컵파크6.7단지,마을버스,14611,37.581273,126.88054,미설치  
601,113900315,상암월드컵파크6.7단지,마을버스,14612,37.581059,126.880624,미설치  
